"GR","NPHI","RHOB","RT","PHIE"
121.87,0.2101,2.382,2.22,0.144197
133.27,0.2278,2.401,2.21,0.064121
134.47,0.2394,2.401,2.19,0.041753
135.61,0.253,2.401,2.22,0.024922
152.11,0.2338,2.4,2.26,0.05262
161.61,0.2134,2.4,2.45,0.112326
165.78,0.2092,2.4,2.53,0.121447
133.66,0.2154,2.4,2.65,0.106705
134.41,0.2116,2.391,2.8,0.130874
141.36,0.1981,2.382,2.89,0.15295
147.18,0.2024,2.382,3.02,0.150484
146.84,0.2008,2.394,3.07,0.139618
141.38,0.1957,2.395,3.08,0.142398
142.84,0.1966,2.391,3.05,0.145618
144.87,0.2007,2.389,3.12,0.144834
134.95,0.1942,2.389,3.17,0.148768
130.06,0.1831,2.374,3.25,0.134303
131.95,0.1705,2.374,3.24,0.127625
122.86,0.151,2.374,3.24,0.129993
111.22,0.1816,2.366,3.19,0.156187
118.45,0.2052,2.357,3.15,0.161917
120.7,0.2154,2.357,3.11,0.162117
121.65,0.2114,2.357,3.15,0.159232
126.04,0.2055,2.386,3.17,0.144161
127.97,0.1976,2.416,3.1,0.11696
117.82,0.1979,2.39,3.03,0.145785
127.71,0.2048,2.414,2.88,0.107058
133.58,0.2224,2.44,2.68,0.028513
126,0.2033,2.47,2.73,0.025245
128.76,0.1749,2.515,2.71,0.018207
133.29,0.1645,2.511,2.41,0.031478
145.22,0.1595,2.453,2.46,0.110098
143.49,0.1874,2.486,2.59,0.028496
132.14,0.2029,2.498,2.58,0.011074
125.99,0.2131,2.498,2.58,0.007188
117.73,0.2123,2.481,2.6,0.013081
123.37,0.2162,2.472,2.67,0.014734
138.22,0.2251,2.453,2.6,0.018075
120.95,0.2377,2.453,2.5,0.010547
116.96,0.239,2.46,2.37,0.007738
122.71,0.2348,2.429,2.15,0.024113
135.6,0.1924,2.43,2.11,0.105269
136.12,0.1887,2.455,2.06,0.067931
136.75,0.1886,2.455,2.21,0.068233
112.91,0.1717,2.454,2.33,0.100907
115.01,0.1614,2.453,2.63,0.109185
128.65,0.153,2.47,2.81,0.098546
116.81,0.1266,2.455,2.9,0.116762
116.83,0.1553,2.422,2.96,0.135298
135.6,0.2183,2.439,2.99,0.034111
131.39,0.192,2.392,2.97,0.147312
127.5,0.1784,2.398,2.95,0.147582
118.34,0.1712,2.414,2.87,0.137413
112.98,0.1787,2.426,2.92,0.123937
103.13,0.1812,2.416,2.96,0.131656
114.93,0.1824,2.405,3.02,0.140592
122.57,0.1749,2.412,3,0.137773
129.23,0.1707,2.451,2.99,0.105037
118.65,0.1655,2.396,2.98,0.151773
115.87,0.1598,2.402,3,0.148468
127.46,0.1635,2.412,3,0.140862
123.5,0.18,2.42,3,0.128727
114.98,0.1814,2.417,3,0.130668
117.76,0.1784,2.405,2.97,0.142141
119.11,0.1764,2.387,2.91,0.156218
120.53,0.1726,2.383,2.85,0.159689
109.46,0.1692,2.385,2.84,0.158799
102.98,0.1848,2.386,2.82,0.15494
113.59,0.2069,2.37,2.82,0.159136
113.81,0.1996,2.374,2.82,0.159287
118.14,0.2005,2.39,2.82,0.144152
128.64,0.2071,2.396,2.79,0.130801
111.61,0.2089,2.402,2.79,0.119214
116.05,0.2051,2.412,2.8,0.110229
118.51,0.1997,2.385,2.77,0.149506
119.82,0.208,2.378,2.76,0.150665
128.17,0.2183,2.38,2.75,0.136526
117.49,0.2205,2.399,2.75,0.090766
105.63,0.2141,2.402,2.8,0.106836
107.46,0.207,2.402,2.81,0.122633
118.28,0.1993,2.382,2.76,0.15249
119.26,0.1747,2.386,2.74,0.157267
121.8,0.1852,2.392,2.77,0.150163
120.43,0.1929,2.383,2.77,0.154599
106.59,0.1786,2.391,2.77,0.152845
111.86,0.1827,2.397,2.77,0.147056
118.19,0.192,2.383,2.78,0.154953
115.38,0.186,2.387,2.87,0.153839
112.62,0.1873,2.398,2.88,0.14443
108.59,0.2186,2.382,2.83,0.133044
119.88,0.2206,2.376,2.83,0.138738
114.82,0.2088,2.373,2.83,0.155143
109.95,0.2115,2.387,2.85,0.136859
103.17,0.2257,2.367,2.87,0.143686
128.15,0.2262,2.335,2.88,0.162043
127.09,0.2152,2.386,2.85,0.132851
110.11,0.1939,2.383,2.85,0.154218
110.11,0.1831,2.36,2.85,0.165271
117.66,0.1926,2.368,2.86,0.166488
127.64,0.2039,2.383,2.87,0.148751
121.09,0.1956,2.39,2.88,0.147342
113.32,0.1993,2.371,2.89,0.161976
110.21,0.1993,2.383,2.9,0.151643
118.22,0.1886,2.382,2.91,0.156943
119.44,0.1795,2.351,2.91,0.151184
120.63,0.1791,2.389,2.89,0.15423
121.57,0.206,2.378,2.89,0.152222
131.87,0.2162,2.344,2.92,0.151589
137.92,0.2167,2.369,2.92,0.152858
124.02,0.2023,2.381,2.99,0.151761
117.42,0.203,2.392,3.01,0.140195
107.77,0.223,2.382,3.05,0.123658
121.13,0.206,2.423,3.04,0.084563
121.71,0.1966,2.498,3.04,0.014357
120.66,0.1924,2.427,3.05,0.109909
121.69,0.1758,2.393,3.05,0.152066
121.06,0.1741,2.387,3.08,0.156703
119.37,0.175,2.382,3.1,0.160055
108.96,0.1804,2.387,3.02,0.155414
107.71,0.1833,2.393,2.99,0.150067
107.86,0.1851,2.408,2.96,0.13689
111.52,0.1941,2.414,2.94,0.124178
107.19,0.1945,2.428,2.91,0.105152
119.56,0.1897,2.424,2.89,0.117172
127.18,0.1881,2.418,2.91,0.12535
114.53,0.1835,2.428,2.89,0.118695
108.69,0.1771,2.43,2.87,0.121388
105.96,0.1938,2.435,2.89,0.095155
120.15,0.2134,2.435,2.88,0.045814
119.33,0.1793,2.405,2.87,0.141945
117.06,0.1758,2.426,2.88,0.125799
125.55,0.1787,2.441,2.88,0.108976
126.5,0.188,2.424,2.87,0.118971
125.02,0.2047,2.406,2.86,0.12081
124.02,0.2077,2.42,2.87,0.086021
126.98,0.2074,2.422,2.89,0.082286
126.96,0.1995,2.417,2.89,0.113199
117.64,0.198,2.418,2.89,0.114167
116.03,0.191,2.422,2.87,0.11818
115.89,0.1903,2.432,2.88,0.106243
120.53,0.1908,2.389,2.87,0.150597
125.18,0.191,2.389,2.87,0.150516
122.59,0.19,2.411,2.86,0.131083
113.55,0.1762,2.414,2.86,0.135848
119.06,0.1767,2.413,2.85,0.136473
120.55,0.1959,2.409,2.85,0.128171
114.74,0.2022,2.408,2.84,0.121872
109.89,0.2082,2.41,2.84,0.1072
103.21,0.162,2.402,2.84,0.148236
104.12,0.1565,2.402,2.85,0.148936
104.28,0.213,2.4,2.87,0.114358
113.57,0.218,2.4,2.88,0.098644
113.57,0.2103,2.399,2.87,0.121845
112.4,0.2018,2.392,2.87,0.141369
114.55,0.1973,2.396,2.87,0.140751
122.86,0.2022,2.393,2.87,0.139978
122.86,0.2007,2.383,2.85,0.150982
127.46,0.195,2.396,2.85,0.142301
122.98,0.1854,2.409,2.89,0.135934
115.28,0.1787,2.412,2.92,0.136527
116.16,0.1703,2.421,3.02,0.132407
124.19,0.1706,2.438,3.06,0.117948
113.27,0.1814,2.434,3,0.114255
101.94,0.1813,2.426,2.92,0.122555
105.71,0.1796,2.396,2.91,0.14894
115.89,0.1881,2.405,2.89,0.138079
121.82,0.1951,2.414,2.87,0.123292
123.41,0.1967,2.398,2.86,0.139236
114.73,0.196,2.387,2.83,0.149977
110.72,0.1874,2.372,2.83,0.164874
112.22,0.1864,2.372,2.81,0.165092
125.15,0.1856,2.38,2.82,0.159403
118.34,0.1886,2.405,2.86,0.137815
106.53,0.1947,2.405,2.8,0.13367
114.65,0.1976,2.405,2.79,0.131123
118.45,0.1984,2.411,2.78,0.123153
118.69,0.1965,2.424,2.74,0.108047
113.58,0.1953,2.429,2.73,0.102447
117.64,0.1853,2.439,2.73,0.104105
128.31,0.1813,2.415,2.73,0.132806
125.09,0.2059,2.392,2.72,0.137646
114.59,0.2051,2.406,2.72,0.120417
105.48,0.172,2.409,2.72,0.141218
113.56,0.1698,2.407,2.7,0.143272
113.56,0.182,2.395,2.7,0.149026
117.06,0.1875,2.387,2.68,0.153521
118.09,0.1973,2.383,2.68,0.152879
122.59,0.2254,2.383,2.69,0.115019
132.35,0.2331,2.402,2.67,0.052494
131.39,0.2257,2.408,2.63,0.059193
128.64,0.2193,2.425,2.65,0.04833
123.79,0.2027,2.401,2.67,0.130479
123.49,0.209,2.388,2.69,0.139067
127.47,0.2122,2.408,2.7,0.100309
131.84,0.1934,2.414,2.63,0.125177
137.92,0.1895,2.422,2.63,0.119996
129.03,0.1932,2.414,2.61,0.125381
127.49,0.2046,2.412,2.61,0.112052
127.47,0.2109,2.437,2.62,0.048088
124.57,0.2053,2.43,2.62,0.072066
117.05,0.2024,2.415,2.64,0.111481
122.79,0.1891,2.414,2.64,0.128928
136.74,0.1889,2.414,2.6,0.129082
142.48,0.2129,2.436,2.6,0.045906
147.18,0.1961,2.436,2.61,0.088164
140.3,0.1863,2.42,2.58,0.124999
139.08,0.2144,2.405,2.58,0.100095
119.39,0.2115,2.391,2.66,0.132028
121.29,0.2077,2.407,2.65,0.11417
125.17,0.1944,2.414,2.63,0.124222
125.19,0.1532,2.413,2.61,0.141975
125.19,0.1781,2.41,2.6,0.138512
127.49,0.2093,2.39,2.62,0.136338
127.49,0.2117,2.388,2.64,0.135839
127.48,0.1926,2.412,2.68,0.128196
131.75,0.219,2.415,2.59,0.063625
134.45,0.2352,2.434,2.59,0.021331
136.72,0.2386,2.429,2.58,0.021408
132.98,0.2346,2.417,2.58,0.034137
125.19,0.2315,2.418,2.58,0.037266
131.37,0.2247,2.42,2.59,0.045326
134.44,0.228,2.417,2.6,0.043414
123.57,0.2015,2.412,2.61,0.117714
125,0.204,2.425,2.62,0.087903
141.4,0.1934,2.431,2.62,0.103109
142.2,0.1915,2.404,2.61,0.137132
143.68,0.1925,2.409,2.6,0.131473
132.38,0.2004,2.428,2.6,0.092739
126.31,0.2052,2.435,2.58,0.063201
117.04,0.2028,2.448,2.6,0.048541
117.04,0.1994,2.427,2.62,0.097358
147.16,0.2068,2.405,2.65,0.119289
145.25,0.2338,2.398,2.64,0.056894
136.75,0.2066,2.409,2.58,0.113224
139.34,0.1938,2.417,2.64,0.121444
143.58,0.1882,2.438,2.66,0.101538
158.31,0.1823,2.438,2.63,0.109195
161.09,0.1839,2.451,2.64,0.089471
154.14,0.1845,2.452,2.64,0.086687
154.14,0.1816,2.436,2.62,0.11218
147.44,0.1732,2.423,2.68,0.129845
143.72,0.1639,2.411,2.73,0.141713
129.77,0.1519,2.433,2.76,0.128357
129.77,0.1829,2.441,2.82,0.10494
122.86,0.1838,2.421,2.89,0.125953
121.47,0.1758,2.397,2.97,0.1493
115.91,0.1961,2.354,3.02,0.16191
123.6,0.1905,2.356,3.07,0.151719
133.28,0.1705,2.371,3.06,0.162507
139.17,0.1572,2.399,3.05,0.150926
140.22,0.1582,2.407,3.03,0.145432
148.36,0.147,2.396,3.02,0.140823
142.83,0.1525,2.379,3.02,0.101859
125.19,0.167,2.36,3.01,0.13859
137.95,0.1481,2.361,3,0.113894
139.62,0.1564,2.364,2.98,0.114543
127.88,0.1632,2.368,2.96,0.131306
117.4,0.172,2.384,2.94,0.15925
114.73,0.1987,2.366,2.89,0.166483
117.97,0.2052,2.357,2.88,0.162763
119.36,0.1654,2.354,2.92,0.145502
118.58,0.1662,2.359,2.98,0.145739
123.19,0.1783,2.371,2.99,0.167273
134.81,0.187,2.412,2.99,0.132526
135.63,0.1934,2.417,2.93,0.122007
129.78,0.2096,2.415,2.84,0.092891
134.28,0.2125,2.422,2.6,0.068124
141.31,0.2187,2.446,2.46,0.028872
149.01,0.2244,2.448,2.25,0.022195
146.03,0.2208,2.451,2.14,0.023397
162.34,0.2063,2.457,2.11,0.033677
159.61,0.2066,2.437,2.07,0.057013
135.59,0.207,2.431,2.1,0.066106
138.55,0.1973,2.441,2.12,0.07364
142.65,0.1977,2.45,2.13,0.056111
151.13,0.2009,2.433,2.15,0.079919
155.44,0.2062,2.414,2.15,0.105481
142.37,0.2096,2.394,2.12,0.131006
148.96,0.2112,2.415,2.1,0.087032
147.77,0.2127,2.416,2.08,0.079674
140.69,0.2289,2.416,2.04,0.043435
132.19,0.241,2.436,2.04,0.016113
140.7,0.2504,2.417,2.1,0.018658
146.3,0.1979,2.402,2.15,0.134528
143.88,0.1904,2.411,2.16,0.131241
133.91,0.1906,2.421,2.16,0.120386
138.58,0.1661,2.43,2.69,0.126956
134.02,0.1608,2.437,2.69,0.12322
136.29,0.1823,2.444,2.83,0.102128
132.47,0.1718,2.402,2.85,0.146616
130.72,0.1631,2.395,2.87,0.152969
135.27,0.1762,2.397,2.84,0.149267
116.83,0.1823,2.421,2.81,0.127081
114.75,0.1955,2.398,2.78,0.140456
130.86,0.1952,2.414,2.74,0.12372
128.92,0.1968,2.436,2.72,0.086908
121.77,0.2078,2.44,2.69,0.050441
123.38,0.2116,2.453,2.64,0.031109
127.48,0.2182,2.446,2.61,0.029539
118.35,0.2208,2.432,2.56,0.038756
117.62,0.2241,2.425,2.52,0.041192
125.18,0.2316,2.466,2.51,0.009716
125.17,0.2159,2.528,2.5,0.003245
121.79,0.1888,2.436,2.49,0.103804
114.12,0.1878,2.401,2.5,0.142115
107.56,0.1861,2.404,2.5,0.140336
115.2,0.2014,2.407,2.53,0.12506
125.19,0.2112,2.407,2.55,0.106424
136.12,0.2028,2.402,2.58,0.129638
137.29,0.187,2.399,2.57,0.144196
137.24,0.1611,2.396,2.57,0.152547
133.33,0.186,2.396,2.58,0.147086
121.66,0.1933,2.399,2.56,0.140963
114.92,0.1917,2.402,2.51,0.139139
115.44,0.2141,2.382,2.53,0.140962
118.62,0.2286,2.385,2.54,0.09796
121.44,0.2046,2.392,2.58,0.139468
121.7,0.2082,2.402,2.57,0.12191
120.59,0.2129,2.399,2.55,0.117561
122.29,0.1995,2.398,2.53,0.137537
131.13,0.1962,2.408,2.52,0.12967
121.18,0.1915,2.417,2.5,0.124148
134.44,0.1928,2.424,2.49,0.114372
131.73,0.1936,2.429,2.47,0.106339
128.67,0.1943,2.42,2.49,0.117574
129.64,0.2016,2.417,2.52,0.110556
130.55,0.2163,2.425,2.56,0.054907
123.58,0.1964,2.44,2.57,0.079216
123.64,0.1766,2.465,2.62,0.081741
124.01,0.1862,2.437,2.65,0.106252
124.01,0.1896,2.43,2.68,0.110841
124,0.183,2.434,2.67,0.113425
123.99,0.1822,2.421,2.68,0.127259
131.98,0.1818,2.408,2.72,0.138931
132.67,0.1783,2.433,2.74,0.118348
130.95,0.1793,2.439,2.77,0.111399
124.37,0.193,2.445,2.82,0.079051
120.67,0.1984,2.446,2.79,0.061567
117.11,0.1764,2.447,2.77,0.105353
118.07,0.1742,2.424,2.76,0.128802
115.23,0.1754,2.424,2.79,0.12826
112.42,0.1725,2.438,2.83,0.117366
112.41,0.165,2.428,2.88,0.128986
111.9,0.1635,2.426,2.9,0.130951
112.49,0.1653,2.438,2.96,0.120908
116.48,0.1874,2.448,2.97,0.088064
112.22,0.1977,2.465,2.99,0.037408
109.77,0.2057,2.466,3.02,0.027283
101.99,0.1842,2.451,3.06,0.089602
111.79,0.1736,2.432,3.02,0.122197
128.63,0.1852,2.427,3,0.119111
121.18,0.1841,2.459,2.98,0.075892
122.15,0.1799,2.445,2.91,0.104075
129.81,0.1817,2.429,2.87,0.1199
122.02,0.1849,2.443,2.9,0.100214
117.04,0.1896,2.454,2.93,0.070006
120.11,0.1767,2.472,2.86,0.070028
124.53,0.1623,2.472,2.83,0.091248
132.1,0.167,2.451,2.76,0.108689
121.46,0.1921,2.43,2.75,0.107482
117.03,0.1885,2.43,2.75,0.112342
121.11,0.1776,2.43,2.74,0.121765
121.36,0.183,2.433,2.72,0.114648
120.54,0.2006,2.436,2.7,0.074995
124.71,0.2057,2.439,2.68,0.056544
127.44,0.203,2.439,2.72,0.062707
132.5,0.1743,2.454,2.71,0.099661
124.29,0.1657,2.469,2.67,0.091388
116.76,0.187,2.484,2.67,0.032481
119.97,0.1866,2.486,2.67,0.031106
133.24,0.1601,2.495,2.64,0.065946
123.98,0.1581,2.477,2.65,0.089617
121.78,0.1649,2.455,2.66,0.106299
135.61,0.1688,2.473,2.65,0.082982
128.68,0.1995,2.501,2.63,0.01241
122.13,0.2044,2.501,2.58,0.010253
127.63,0.2219,2.482,2.61,0.009102
127.2,0.2206,2.463,2.61,0.017217
125.16,0.1902,2.445,2.6,0.087263
128.85,0.1876,2.445,2.58,0.092855
133.88,0.1924,2.443,2.57,0.085543
148.34,0.1891,2.441,2.55,0.096366
137.53,0.1828,2.44,2.53,0.106916
129.74,0.1782,2.44,2.53,0.111475
120.31,0.174,2.44,2.5,0.11467
128.01,0.1795,2.425,2.47,0.125328
140.22,0.1918,2.41,2.41,0.131527
139.48,0.2025,2.41,2.38,0.119876
139.07,0.1776,2.453,2.45,0.09718
127.87,0.1761,2.464,2.47,0.084476
125.14,0.185,2.427,2.54,0.119432
119.39,0.1892,2.449,2.54,0.082302
128.13,0.1556,2.506,2.64,0.057755
142.55,0.1582,2.47,2.64,0.096512
143.52,0.2177,2.469,2.66,0.016261
143.68,0.2176,2.519,2.66,0.003832
162.25,0.1958,2.541,2.55,0.003169
162.25,0.1935,2.499,2.52,0.016581
130.93,0.1927,2.458,2.55,0.055279
136.36,0.1913,2.405,2.56,0.136812
155.26,0.178,2.368,2.58,0.169448
147.74,0.1745,2.366,2.6,0.171152
137.91,0.1706,2.366,2.66,0.121384
141.72,0.1702,2.374,2.7,0.166282
143.72,0.1701,2.39,2.83,0.155532
149.55,0.1659,2.408,2.93,0.143657
148.23,0.1647,2.364,3.01,0.096106
135.61,0.169,2.344,3.01,0.127693
120.22,0.171,2.365,3.08,0.144538
109.84,0.1864,2.365,3.09,0.1607
107.77,0.1919,2.332,3.05,0.175582
113.28,0.2039,2.321,3.03,0.176851
121.69,0.1983,2.3,3.06,0.171442
113.85,0.1949,2.292,3.08,0.181451
111.25,0.1852,2.285,3.14,0.182122
106.59,0.1879,2.282,3.15,0.192342
106.59,0.1959,2.294,3.15,0.189154
106.85,0.1866,2.299,3.15,0.182318
108.79,0.1868,2.336,3.16,0.170383
112.69,0.234,2.339,3.16,0.168904
113.6,0.2289,2.311,3.2,0.190002
117.89,0.2118,2.311,3.2,0.181169
122.97,0.1955,2.294,3.2,0.175338
108.46,0.1864,2.294,3.19,0.184807
106.17,0.1884,2.32,3.18,0.179999
126.34,0.1823,2.308,3.19,0.161522
124.75,0.1768,2.307,3.19,0.157002
124.02,0.196,2.307,3.17,0.164666
107.77,0.1896,2.3,3.17,0.183941
113.23,0.1816,2.29,3.2,0.180619
128.66,0.1766,2.303,3.17,0.152733
124.9,0.1743,2.303,3.13,0.160869
118.2,0.1629,2.32,3.19,0.157065
114.68,0.173,2.331,3.19,0.160141
108.92,0.1907,2.349,3.18,0.168585
112.01,0.1937,2.352,3.16,0.165362
118.23,0.1924,2.342,3.14,0.162103
121.17,0.1742,2.342,3.15,0.153815
129.8,0.1758,2.35,3.15,0.141274
124.01,0.1825,2.35,3.15,0.150037
110.09,0.1728,2.321,3.16,0.167161
115.01,0.1825,2.33,3.17,0.164875
121.67,0.209,2.356,3.17,0.160449
124.97,0.1818,2.362,3.17,0.144926
126.3,0.1629,2.368,3.2,0.133562
117.06,0.1798,2.35,3.22,0.157001
117.06,0.1913,2.338,3.25,0.164986
121.56,0.2096,2.349,3.27,0.163644
125.98,0.1677,2.355,3.28,0.141139
129.1,0.1619,2.333,3.29,0.141492
116.17,0.1789,2.336,3.31,0.160583
140.95,0.1484,2.341,3.32,0.110213
140.83,0.1654,2.332,3.31,0.117291
140.68,0.1778,2.333,3.3,0.125378
121.67,0.1598,2.361,3.29,0.139668
119.97,0.1561,2.356,3.25,0.140666
112.43,0.1784,2.349,3.23,0.158699
117.55,0.1952,2.378,3.17,0.1585
121.69,0.2032,2.385,3.19,0.148337
125.18,0.1836,2.388,3.23,0.154342
125.18,0.1911,2.39,3.33,0.150298
127.26,0.2195,2.393,3.33,0.113283
128.63,0.2173,2.369,3.29,0.15115
141.83,0.2127,2.364,2.97,0.129153
148.31,0.2194,2.388,2.83,0.123548
144.35,0.2254,2.402,2.61,0.072109
145.16,0.2378,2.413,2.47,0.034784
154.14,0.2408,2.431,2.29,0.019335
154.14,0.2376,2.394,2.3,0.056262
141.36,0.2326,2.373,2.28,0.116535
141.36,0.2256,2.404,2.24,0.068019
154.15,0.2009,2.408,2.39,0.125177
154.69,0.1929,2.427,2.63,0.11102
154.53,0.194,2.417,2.63,0.122233
149.9,0.1963,2.406,2.53,0.132322
154.03,0.2042,2.446,2.34,0.050254
162.24,0.2058,2.466,2.44,0.027759
149.06,0.2069,2.492,2.51,0.012652
140.23,0.2078,2.494,2.65,0.011477
144.87,0.2049,2.45,2.67,0.044038
142.58,0.1739,2.406,2.72,0.143422
137.93,0.1794,2.406,2.71,0.14177
123.85,0.2044,2.406,2.7,0.123099
118.22,0.1922,2.362,2.73,0.171463
105.45,0.1808,2.318,2.74,0.176423
106.17,0.2129,2.318,2.75,0.188833
107.75,0.2211,2.318,2.74,0.192278
106.97,0.1856,2.311,2.7,0.180789
110.09,0.1786,2.304,2.72,0.177467
118.21,0.1756,2.304,2.74,0.169334
126.3,0.1955,2.305,2.8,0.161841
125.41,0.2099,2.319,2.79,0.168876
122.82,0.191,2.352,2.75,0.155014
127.28,0.1901,2.388,2.72,0.152378
130.94,0.1993,2.388,2.68,0.148077
142.04,0.2055,2.395,2.66,0.135816
144.86,0.206,2.395,2.66,0.135271
133.28,0.1772,2.386,2.64,0.157254
138.29,0.1863,2.399,2.62,0.144889
150.67,0.2027,2.446,2.55,0.053304
149.81,0.221,2.434,2.54,0.037577
151.05,0.2268,2.418,2.54,0.045831
157.61,0.2274,2.428,2.6,0.03483
144.98,0.1889,2.433,2.63,0.108724
132.93,0.1601,2.414,2.85,0.140573
117.86,0.1596,2.415,2.86,0.139959
124.02,0.1629,2.433,2.88,0.126062
141.39,0.1704,2.419,2.84,0.134572
121.03,0.174,2.403,2.81,0.145669
111.8,0.1823,2.384,2.7,0.15768
115.87,0.1725,2.376,2.66,0.164789
110,0.1672,2.359,2.58,0.155657
108.3,0.1878,2.344,2.52,0.184472
118.18,0.1907,2.31,2.46,0.171728
117.98,0.1932,2.28,2.37,0.18176
115.17,0.2172,2.254,2.33,0.201505
115.52,0.2223,2.262,2.27,0.204098
114.28,0.2168,2.264,2.27,0.203383
95.05,0.1932,2.231,2.27,0.221911
95.05,0.1886,2.228,2.28,0.219932
96.9,0.1877,2.219,2.3,0.220479
101.97,0.1801,2.226,2.33,0.212118
98.38,0.1684,2.231,2.39,0.210404
95.04,0.1751,2.24,2.41,0.211684
116.2,0.1948,2.246,2.45,0.194061
122.84,0.2087,2.264,2.47,0.183379
82.3,0.1919,2.265,2.52,0.218222
86.22,0.1845,2.266,2.59,0.211387
101.95,0.1961,2.297,2.63,0.193532
104.6,0.2021,2.315,2.66,0.187702
107.78,0.1909,2.316,2.67,0.180965
112.31,0.1801,2.316,2.67,0.172694
113.57,0.207,2.316,2.64,0.182524
106.63,0.1993,2.315,2.65,0.18613
107,0.1737,2.312,2.66,0.176356
107.79,0.1717,2.285,2.64,0.184848
106.27,0.1735,2.29,2.59,0.184083
105.46,0.1889,2.3,2.49,0.186517
89.14,0.2007,2.241,2.43,0.225666
85.78,0.1759,2.229,2.42,0.222803
96.18,0.1964,2.23,2.42,0.221202
92.29,0.2047,2.236,2.45,0.22672
82.28,0.1925,2.24,2.43,0.226031
87.04,0.2038,2.274,2.37,0.216942
90.38,0.1956,2.283,2.31,0.206791
102.04,0.19,2.285,2.28,0.19584
100.64,0.2098,2.245,2.23,0.218623
81.16,0.2289,2.231,2.27,0.244784
82.13,0.2384,2.198,2.29,0.26037
83.43,0.2004,2.162,2.3,0.255336
85.98,0.2001,2.153,2.33,0.259161
86.93,0.1847,2.188,2.38,0.239211
84.61,0.1735,2.204,2.44,0.231456
89.21,0.211,2.225,2.51,0.233279
105.44,0.227,2.247,2.54,0.219893
103.99,0.2116,2.263,2.58,0.2074
103.16,0.1876,2.283,2.65,0.193563
105.17,0.1815,2.32,2.7,0.178848
103.99,0.1847,2.344,2.76,0.170745
100.82,0.1933,2.368,2.75,0.166938
112.64,0.1979,2.408,2.75,0.128938
115.3,0.1943,2.417,2.74,0.122279
112.44,0.188,2.392,2.75,0.150057
124.83,0.1941,2.392,2.75,0.14748
134.46,0.2015,2.406,2.69,0.127366
129.53,0.1995,2.406,2.68,0.129613
125.97,0.1884,2.406,2.68,0.138053
113.58,0.186,2.382,2.68,0.158363
119.95,0.1872,2.382,2.77,0.158058
119.72,0.1653,2.382,2.76,0.161562
108.61,0.1701,2.431,2.77,0.125225
106.74,0.1783,2.39,2.79,0.154271
125.22,0.1781,2.369,2.82,0.168887
120.95,0.1747,2.354,2.82,0.147939
117.6,0.1932,2.366,2.87,0.168456
125.17,0.1821,2.382,2.87,0.159251
120.34,0.1813,2.389,2.83,0.15434
118.18,0.1836,2.377,2.79,0.162533
125.96,0.1815,2.401,2.79,0.145185
133.56,0.1891,2.4,2.75,0.143001
138.26,0.1969,2.396,2.68,0.14229
121.52,0.1898,2.417,2.68,0.126589
122.26,0.1908,2.373,2.68,0.163876
136.77,0.189,2.38,2.73,0.159105
136.75,0.1676,2.386,2.83,0.158702
127.42,0.1837,2.419,2.88,0.128935
123.36,0.1961,2.408,2.88,0.130754
125.91,0.1891,2.392,2.92,0.1497
127.55,0.1733,2.385,2.9,0.158668
115.16,0.1928,2.412,2.92,0.12936
117.67,0.1839,2.375,2.92,0.163912
115.3,0.1826,2.366,2.91,0.170366
115.53,0.181,2.391,2.92,0.152959
112.57,0.1813,2.387,2.91,0.155827
109.97,0.2226,2.376,2.88,0.138018
106.52,0.2079,2.381,2.89,0.149322
102.39,0.1927,2.392,2.9,0.148223
109.05,0.1831,2.403,2.9,0.143068
117.65,0.1784,2.409,2.93,0.139956
123.46,0.1671,2.409,2.91,0.142946
128.59,0.1705,2.402,2.89,0.147276
108.85,0.1673,2.383,2.85,0.160738
123.44,0.1768,2.391,2.84,0.153896
126.48,0.1861,2.407,2.85,0.138448
128.26,0.1788,2.419,2.86,0.131586
127.26,0.1814,2.433,2.85,0.116929
135.08,0.1957,2.438,2.84,0.088366
131.04,0.2024,2.403,2.83,0.130171
127.81,0.2032,2.389,2.85,0.144833
121.89,0.1691,2.42,2.86,0.134369
119.06,0.1644,2.412,2.85,0.141344
118.74,0.1654,2.398,2.85,0.150904
123.45,0.1752,2.421,2.84,0.131487
115.28,0.1682,2.41,2.86,0.142019
110.29,0.1861,2.42,2.84,0.126488
107.98,0.2074,2.435,2.86,0.060893
122.11,0.1899,2.435,2.83,0.105208
137.66,0.1805,2.424,2.81,0.126315
139.86,0.1841,2.452,2.82,0.089906
135.51,0.1999,2.443,2.82,0.065322
127.15,0.1846,2.412,2.81,0.134865
122.5,0.1766,2.419,2.79,0.132586
119.13,0.1906,2.42,2.81,0.122838
116.89,0.2018,2.41,2.81,0.122098
121.45,0.1977,2.405,2.78,0.132704
123.75,0.21,2.438,2.75,0.051173
121.64,0.2104,2.437,2.73,0.051773
116.09,0.213,2.422,2.73,0.069661
125.76,0.1829,2.417,2.72,0.131338
139.77,0.1718,2.407,2.7,0.143421
147.19,0.191,2.407,2.7,0.135779
123.07,0.1779,2.431,2.7,0.121441
143.61,0.1641,2.408,2.74,0.144232
142.32,0.1835,2.371,2.76,0.16683
134.97,0.1822,2.403,2.77,0.143468
137.48,0.1689,2.401,2.81,0.148317
141.69,0.1912,2.407,2.82,0.135669
138.02,0.2016,2.403,2.69,0.131181
151.2,0.2003,2.433,2.59,0.085245
