"GR","NPHI","RHOB","RT","PHIE"
141.62,0.1907,2.419,2.55,0.123903
131.57,0.1891,2.418,2.53,0.126324
144.87,0.1903,2.421,2.54,0.122092
146.41,0.2076,2.41,2.57,0.112014
153.66,0.1929,2.394,2.6,0.146518
142.82,0.1845,2.39,2.59,0.15287
132.58,0.1899,2.437,2.58,0.102536
120.17,0.1986,2.43,2.64,0.096692
137.95,0.2311,2.397,2.65,0.06757
128.6,0.2335,2.382,2.7,0.090359
132.28,0.2041,2.374,2.66,0.158459
130.92,0.1675,2.358,2.69,0.134453
122.95,0.2052,2.358,2.68,0.171297
123.65,0.207,2.367,2.61,0.163146
128.25,0.2078,2.334,2.62,0.161082
124.67,0.2169,2.346,2.64,0.164789
130.67,0.2085,2.337,2.63,0.156627
135.44,0.2175,2.33,2.63,0.152093
134.08,0.2121,2.338,2.62,0.151163
130.67,0.1899,2.323,2.57,0.151933
126.2,0.1987,2.306,2.57,0.165468
141.18,0.2091,2.343,2.6,0.136662
135,0.2024,2.377,2.8,0.156707
126.73,0.1878,2.366,2.73,0.169637
125.81,0.1883,2.366,2.66,0.169551
117.7,0.2047,2.369,2.62,0.162521
122.05,0.2095,2.355,2.6,0.172183
133.09,0.2054,2.336,2.58,0.151872
131.7,0.1895,2.296,2.54,0.157007
135.36,0.1765,2.288,2.53,0.150155
123.42,0.1796,2.305,2.54,0.164685
121.66,0.19,2.286,2.6,0.174505
129.56,0.1966,2.298,2.64,0.162374
127.83,0.2091,2.289,2.66,0.17435
133.4,0.2096,2.291,2.66,0.159784
145.18,0.2083,2.309,2.63,0.128458
150.31,0.2196,2.31,2.58,0.092602
129.48,0.206,2.313,2.51,0.16529
145.47,0.1864,2.423,2.45,0.123464
145.87,0.1682,2.423,2.36,0.132459
155.19,0.1893,2.423,2.41,0.120976
138.81,0.1937,2.402,2.37,0.138937
134.59,0.1729,2.403,2.38,0.146164
134.42,0.1771,2.411,2.45,0.138978
143.93,0.2298,2.42,2.43,0.04008
145.34,0.2068,2.413,2.51,0.108751
153.34,0.1966,2.406,2.48,0.132816
150.48,0.1964,2.422,2.44,0.113868
146.79,0.1976,2.434,2.38,0.091849
149.44,0.2057,2.445,2.32,0.050216
144.67,0.2123,2.436,2.29,0.049992
153.59,0.2142,2.421,2.28,0.068833
142.16,0.2027,2.437,2.3,0.069661
152.43,0.2003,2.437,2.33,0.07659
162.38,0.2078,2.434,2.34,0.062179
149.65,0.2339,2.428,2.37,0.028271
162.41,0.2083,2.396,2.45,0.132116
147.07,0.1956,2.413,2.43,0.126104
139.41,0.1925,2.402,2.45,0.139721
136.93,0.2067,2.393,2.54,0.137701
152.33,0.2221,2.406,2.42,0.075563
154.13,0.2009,2.405,2.29,0.129843
142.46,0.1776,2.41,2.24,0.139633
142.46,0.1935,2.406,2.21,0.135283
141.17,0.2009,2.376,2.15,0.158363
125.12,0.2041,2.408,2.12,0.121898
135.5,0.208,2.426,2.11,0.076546
144.66,0.2139,2.438,2.1,0.044928
135.58,0.2338,2.432,2.16,0.02563
138.02,0.2294,2.442,2.18,0.023215
161,0.2208,2.418,2.2,0.058389
145.17,0.2159,2.397,2.3,0.116833
140.97,0.2288,2.429,2.3,0.033244
145.44,0.226,2.378,2.29,0.128037
149.32,0.1988,2.378,2.27,0.157607
144.86,0.1989,2.387,2.22,0.149792
149.39,0.202,2.392,2.26,0.143053
151.47,0.1867,2.44,2.28,0.103577
149.03,0.19,2.436,2.28,0.1042
123.8,0.194,2.418,2.25,0.122089
147.07,0.2067,2.414,2.25,0.107394
145.84,0.2295,2.419,2.28,0.041737
137.37,0.2111,2.409,2.29,0.105757
145.03,0.1978,2.402,2.27,0.136136
140.18,0.1991,2.42,2.24,0.112699
135.93,0.2067,2.391,2.25,0.140096
132.86,0.2125,2.385,2.25,0.140931
149.13,0.2013,2.389,2.26,0.146533
143.55,0.2191,2.4,2.29,0.099786
123.4,0.2149,2.402,2.26,0.109617
120.3,0.1825,2.399,2.23,0.146695
134.68,0.2118,2.396,2.23,0.127075
138.41,0.2163,2.44,2.22,0.039322
139.04,0.209,2.429,2.24,0.068171
131.33,0.207,2.415,2.31,0.104853
116.24,0.1857,2.402,2.29,0.143155
133.53,0.1772,2.415,2.29,0.135859
143.21,0.2009,2.415,2.24,0.117104
150.08,0.217,2.394,2.25,0.119986
153.74,0.2197,2.38,2.26,0.137709
140.24,0.2049,2.413,2.31,0.113166
136.44,0.2017,2.4,2.35,0.134918
128.79,0.2085,2.389,2.31,0.140633
125.15,0.1915,2.403,2.33,0.139508
129.99,0.2115,2.409,2.3,0.104778
136.74,0.2231,2.402,2.29,0.081073
138.16,0.2391,2.403,2.3,0.044142
139.06,0.2531,2.407,2.31,0.023642
139.06,0.2247,2.381,2.34,0.125752
138.33,0.2149,2.393,2.33,0.126261
132.97,0.1998,2.432,2.25,0.090269
110.7,0.1984,2.423,2.26,0.109561
117.89,0.2118,2.424,2.27,0.070131
126.11,0.2058,2.419,2.3,0.100231
139.05,0.1977,2.41,2.33,0.127624
138.1,0.1771,2.404,2.33,0.144499
139.42,0.1779,2.414,2.34,0.136446
137.43,0.1914,2.399,2.3,0.143174
129.81,0.2164,2.374,2.3,0.149873
134.38,0.2154,2.388,2.31,0.133088
145.37,0.2107,2.391,2.31,0.135755
143.48,0.182,2.4,2.32,0.14613
136.74,0.1935,2.422,2.32,0.11805
136.75,0.2061,2.41,2.27,0.115832
142.25,0.2066,2.42,2.28,0.095824
145.64,0.2027,2.435,2.28,0.074195
149.21,0.2148,2.441,2.28,0.040608
148.28,0.2193,2.437,2.3,0.03835
146.21,0.2086,2.418,2.31,0.093649
146.01,0.2117,2.406,2.32,0.110524
145.42,0.2079,2.409,2.3,0.113922
142.54,0.2012,2.428,2.28,0.094756
142.55,0.1865,2.425,2.22,0.12165
144.35,0.2112,2.404,2.23,0.115473
158.79,0.2231,2.405,2.33,0.075267
146.61,0.209,2.403,2.28,0.121555
146.62,0.1829,2.407,2.32,0.140254
144.45,0.1833,2.427,2.34,0.122121
124.77,0.2067,2.407,2.31,0.11951
133.63,0.1982,2.425,2.3,0.106993
148.23,0.194,2.426,2.29,0.112366
147.55,0.2007,2.444,2.3,0.062835
133.38,0.2015,2.438,2.29,0.07176
136.93,0.1835,2.403,2.29,0.143289
143.98,0.209,2.392,2.31,0.13669
148.72,0.2192,2.403,2.32,0.092216
150.48,0.2101,2.438,2.35,0.05203
148.79,0.2058,2.447,2.35,0.04808
156.92,0.2189,2.427,2.33,0.050251
160.46,0.223,2.419,2.28,0.053083
142.37,0.1993,2.398,2.28,0.139277
153.65,0.1893,2.387,2.28,0.153985
150.5,0.2266,2.421,2.27,0.044426
141.36,0.2419,2.425,2.24,0.022944
153.32,0.2406,2.44,2.19,0.015976
146.87,0.1974,2.441,2.26,0.077802
138.4,0.1969,2.414,2.25,0.123969
147.17,0.2057,2.393,2.25,0.139098
133.51,0.2208,2.407,2.3,0.078159
126.35,0.2216,2.412,2.24,0.066729
149.4,0.212,2.417,2.23,0.084281
150.81,0.2019,2.421,2.18,0.106321
148.34,0.207,2.421,2.15,0.09229
140.37,0.2143,2.409,2.17,0.095525
141.9,0.2211,2.397,2.18,0.100574
141.08,0.2355,2.397,2.15,0.058601
140.69,0.2284,2.397,2.11,0.075963
160.88,0.2207,2.367,2.12,0.153714
148.92,0.2212,2.367,2.08,0.153176
151.08,0.2287,2.367,2.03,0.142201
142.45,0.186,2.356,2.11,0.176867
133.16,0.1763,2.344,2.3,0.140158
140.65,0.1719,2.386,2.56,0.158372
138.01,0.1673,2.423,2.79,0.132945
137.89,0.1737,2.41,3.12,0.140997
121.69,0.1845,2.413,3.03,0.134531
121.31,0.1863,2.465,3.07,0.061419
122.15,0.1773,2.453,3.09,0.099563
131.2,0.1807,2.48,3.1,0.049542
134.79,0.1708,2.468,3.11,0.089018
135.61,0.1567,2.427,3.09,0.132418
112.43,0.1774,2.435,3.08,0.118568
120.53,0.1749,2.437,3.11,0.118261
125.03,0.1659,2.443,3.13,0.117607
113.47,0.1603,2.451,3.14,0.113329
125.67,0.1631,2.419,3.15,0.136884
128.16,0.1759,2.415,3.21,0.136503
128.63,0.167,2.402,3.22,0.148138
116.58,0.1791,2.416,3.24,0.134493
114.57,0.1925,2.431,3.23,0.107978
127.25,0.1912,2.456,3.25,0.065515
132.76,0.1666,2.469,3.23,0.092478
117.02,0.172,2.479,3.21,0.071708
118.47,0.1996,2.456,3.18,0.047726
121.41,0.1759,2.451,3.19,0.103422
123.91,0.1651,2.446,3.17,0.115467
119.76,0.1631,2.436,3.17,0.124291
133.48,0.1844,2.423,3.16,0.125453
122.84,0.183,2.424,3.12,0.125427
121.29,0.1844,2.435,3.1,0.112986
116.54,0.1981,2.435,3.09,0.089625
110.35,0.188,2.426,3.08,0.119523
111.18,0.1778,2.432,3.07,0.121195
126.24,0.1948,2.447,3.05,0.073324
117.72,0.1898,2.42,3.04,0.124382
116.63,0.1726,2.429,3.06,0.126464
120.34,0.1814,2.438,3.07,0.112551
129.82,0.1836,2.42,3.09,0.128819
136.64,0.1767,2.435,3.12,0.119097
138.55,0.1851,2.428,3.07,0.11996
137.13,0.1999,2.436,2.9,0.081425
141.92,0.2069,2.457,2.85,0.035913
137.92,0.2115,2.44,2.72,0.047384
138.46,0.2141,2.447,2.48,0.036119
139.06,0.2118,2.443,2.38,0.043416
152.31,0.1981,2.409,2.28,0.128768
155.26,0.1882,2.401,2.17,0.143198
154.83,0.2127,2.4,2.1,0.119728
149.44,0.2101,2.405,2.09,0.116674
144.61,0.2017,2.42,2.09,0.108779
144.45,0.1763,2.41,2.12,0.140335
146.03,0.2035,2.379,2.13,0.154853
158.95,0.2448,2.372,2.12,0.077622
158.48,0.2265,2.409,2.15,0.060631
157.96,0.2176,2.429,2.18,0.050519
159.93,0.2087,2.506,2.29,0.008169
135.83,0.1841,2.471,2.33,0.056705
138.62,0.1945,2.363,2.41,0.170724
145.1,0.2116,2.363,2.47,0.164852
137.9,0.2263,2.402,2.52,0.072854
136.58,0.2238,2.402,2.6,0.07999
141.25,0.2059,2.401,2.61,0.129589
149.21,0.2336,2.45,2.63,0.016264
148.36,0.2263,2.456,2.68,0.018356
134.06,0.2084,2.408,2.68,0.115236
131.88,0.2138,2.418,2.69,0.077162
132.44,0.2156,2.424,2.69,0.061759
128.95,0.2141,2.427,2.69,0.060414
127.67,0.1969,2.471,2.67,0.035395
128.29,0.183,2.454,2.65,0.090422
129.79,0.1661,2.413,2.67,0.140644
127,0.177,2.398,2.66,0.149163
135.17,0.1844,2.398,2.63,0.147138
154.11,0.1845,2.415,2.61,0.132939
144.58,0.1794,2.41,2.6,0.139366
140.75,0.1714,2.408,2.59,0.143143
136.69,0.1711,2.43,2.57,0.126345
150.24,0.1922,2.432,2.56,0.107348
135.95,0.2012,2.439,2.51,0.0715
135.56,0.1996,2.43,2.51,0.095951
134.61,0.1922,2.408,2.5,0.134814
134.31,0.2026,2.381,2.48,0.153622
134.31,0.2116,2.415,2.45,0.091228
139.09,0.2132,2.407,2.42,0.105209
139.09,0.1959,2.392,2.4,0.147379
123.6,0.2016,2.424,2.45,0.102333
116.83,0.2079,2.436,2.46,0.060203
120.92,0.1998,2.445,2.48,0.064167
136.04,0.1888,2.452,2.63,0.081391
130.87,0.1906,2.447,2.78,0.086373
121.39,0.1905,2.437,2.99,0.102988
104.49,0.1799,2.474,2.96,0.061729
115.76,0.2018,2.486,2.96,0.019821
129.79,0.1931,2.485,2.99,0.027709
121.47,0.1716,2.433,3.02,0.123693
119.71,0.1539,2.416,3.01,0.140444
118.2,0.1612,2.393,3,0.154918
119.95,0.1686,2.398,3,0.150733
122.34,0.1651,2.406,3.03,0.145753
133.27,0.1919,2.441,3.05,0.094179
132.8,0.1805,2.415,3.07,0.13492
131.61,0.1568,2.412,3.06,0.142792
124.26,0.1715,2.431,3.05,0.12542
119.98,0.1926,2.425,3.03,0.116118
115.88,0.2027,2.41,3.04,0.122266
126.33,0.1999,2.38,3.04,0.155885
128.23,0.1846,2.427,3.02,0.12162
124.3,0.1707,2.434,2.98,0.123278
117.04,0.1769,2.424,2.98,0.128954
117.54,0.1617,2.421,2.98,0.135856
118.21,0.1672,2.428,2.98,0.129355
121.22,0.1823,2.437,2.98,0.113107
126.42,0.1765,2.408,2.99,0.141913
132.93,0.1741,2.4,3,0.148396
118.79,0.1756,2.394,3.02,0.15238
116.46,0.1751,2.385,3.01,0.158724
115.89,0.1642,2.405,3.01,0.14659
122.94,0.1573,2.421,2.99,0.136623
124.36,0.1633,2.433,2.98,0.126698
125.18,0.1748,2.436,2.98,0.119545
114.83,0.1822,2.436,2.99,0.114306
112.12,0.1905,2.426,2.99,0.117388
111.26,0.1948,2.382,3.01,0.15633
120.44,0.1909,2.397,3,0.145554
122.03,0.1776,2.43,3.01,0.123405
103.36,0.1776,2.422,3.02,0.130371
119.35,0.1814,2.405,2.99,0.142737
127.46,0.191,2.397,2.95,0.145519
135.59,0.1723,2.395,2.95,0.152268
124.62,0.1621,2.409,2.99,0.144166
125.29,0.1835,2.418,3,0.130952
136.53,0.1816,2.418,2.98,0.131939
133.73,0.191,2.413,2.98,0.130933
132.06,0.1901,2.419,2.97,0.125538
131.38,0.1755,2.42,2.94,0.132895
132.22,0.1663,2.425,2.92,0.131934
120.19,0.2038,2.465,2.9,0.03291
119.63,0.1977,2.441,2.9,0.078164
122.84,0.173,2.442,2.95,0.115164
131.07,0.189,2.421,2.94,0.124386
134.25,0.1934,2.427,2.93,0.112721
129.79,0.1949,2.418,2.94,0.122097
124.1,0.2031,2.412,2.88,0.119079
126.74,0.1862,2.412,2.86,0.134889
138.39,0.1776,2.408,2.91,0.141647
128.36,0.1669,2.408,2.91,0.144122
135.29,0.1809,2.416,2.91,0.134014
138.61,0.1807,2.406,2.89,0.142225
136.77,0.1741,2.407,2.86,0.143354
130.66,0.1912,2.43,2.84,0.111793
125.29,0.1924,2.433,2.83,0.106022
121.23,0.1811,2.436,2.86,0.115353
126.9,0.1859,2.443,2.86,0.101959
124.95,0.1908,2.427,2.86,0.116012
126.22,0.2032,2.414,2.88,0.116046
133.28,0.1898,2.4,2.84,0.14358
134.22,0.1967,2.389,2.83,0.14978
133.06,0.2225,2.401,2.83,0.087092
130.99,0.2195,2.403,2.84,0.092807
130.95,0.2142,2.392,2.82,0.130296
134.16,0.2048,2.39,2.79,0.143748
133.52,0.1966,2.392,2.76,0.14721
144.81,0.1972,2.406,2.8,0.133324
132.14,0.1813,2.417,2.79,0.133023
122.46,0.1741,2.424,2.77,0.130254
117.9,0.1756,2.43,2.74,0.124566
127.34,0.1814,2.413,2.76,0.136355
136.16,0.176,2.386,2.78,0.157958
123.13,0.1712,2.392,2.81,0.154539
124.35,0.1661,2.402,2.82,0.148425
123.02,0.1631,2.423,2.82,0.134225
122.31,0.1891,2.434,2.78,0.109499
123.99,0.1785,2.417,2.75,0.134255
140.8,0.1705,2.423,2.73,0.132313
143.5,0.181,2.415,2.74,0.134876
136.45,0.1746,2.416,2.75,0.136452
150.1,0.1801,2.431,2.77,0.121123
143.13,0.1787,2.448,2.77,0.104643
131.53,0.1829,2.448,2.77,0.099647
137.17,0.1994,2.437,2.77,0.082002
147.62,0.19,2.439,2.73,0.101408
150.68,0.1952,2.421,2.71,0.118281
139.06,0.1923,2.408,2.68,0.13506
131.27,0.1946,2.436,2.68,0.097503
125.62,0.2013,2.443,2.67,0.064716
113.59,0.1852,2.442,2.66,0.104392
110.32,0.201,2.423,2.67,0.106082
117.72,0.1851,2.429,2.67,0.119456
158.81,0.1699,2.427,2.65,0.12942
144,0.2065,2.403,2.64,0.126749
138.28,0.2031,2.421,2.63,0.104999
148.36,0.165,2.436,2.63,0.124002
128.68,0.1571,2.445,2.61,0.119497
127.94,0.1803,2.461,2.6,0.085345
133.4,0.2042,2.472,2.59,0.027191
122.85,0.1812,2.48,2.59,0.049868
136.05,0.188,2.468,2.59,0.054096
124.1,0.1698,2.445,2.58,0.114456
120.03,0.1492,2.389,2.58,0.158184
128.62,0.1519,2.409,2.57,0.145323
121.81,0.1811,2.429,2.51,0.122446
123.21,0.1825,2.429,2.54,0.121499
129.76,0.1914,2.435,2.53,0.105038
132.67,0.1923,2.445,2.5,0.08672
138.87,0.1923,2.446,2.5,0.084761
143.7,0.1946,2.44,2.5,0.090445
143.71,0.1969,2.438,2.48,0.08823
136.04,0.1991,2.443,2.47,0.070566
135,0.1985,2.398,2.46,0.140595
139.07,0.1921,2.397,2.46,0.145205
142.5,0.1805,2.415,2.46,0.135172
140.36,0.1894,2.417,2.48,0.128392
127.5,0.2175,2.411,2.47,0.081748
134.55,0.2181,2.421,2.47,0.061905
138.67,0.2077,2.431,2.44,0.070188
149.5,0.2057,2.441,2.43,0.058167
149.95,0.2326,2.423,2.43,0.035218
150.15,0.2198,2.431,2.41,0.045356
145.5,0.206,2.44,2.41,0.059075
163.45,0.1962,2.424,2.42,0.113187
171.98,0.2062,2.422,2.42,0.094833
151.99,0.2189,2.428,2.44,0.050496
147.41,0.2318,2.43,2.44,0.030433
155.66,0.2125,2.432,2.44,0.057381
157.97,0.2088,2.407,2.43,0.117089
148.54,0.2156,2.396,2.41,0.121554
139.38,0.2303,2.406,2.33,0.058116
141.35,0.2519,2.408,2.29,0.025202
153.08,0.2104,2.398,2.28,0.128073
163.19,0.2068,2.377,2.25,0.155271
146.53,0.2148,2.388,2.23,0.135449
134.93,0.2053,2.38,2.26,0.153393
144.7,0.1982,2.389,2.23,0.149213
154.74,0.2031,2.431,2.26,0.083982
137.37,0.2205,2.423,2.15,0.054147
136.71,0.224,2.418,2.08,0.05415
157.59,0.2119,2.435,2.02,0.054395
152.05,0.216,2.456,2.1,0.027548
138.88,0.2151,2.415,2.22,0.080911
128.97,0.1894,2.437,2.44,0.105483
148.21,0.1761,2.531,2.75,0.012959
152.79,0.1642,2.557,2.96,0.007444
130.02,0.1635,2.384,3.06,0.160667
113.63,0.1621,2.384,3.06,0.16076
107.2,0.1639,2.344,2.96,0.161559
111.9,0.1708,2.304,2.89,0.175131
100.78,0.177,2.304,2.83,0.184404
98.45,0.1753,2.307,2.74,0.18638
100.08,0.1703,2.313,2.67,0.18101
98.5,0.1647,2.32,2.62,0.177164
115.09,0.1878,2.271,2.59,0.187848
100.42,0.1825,2.274,2.5,0.199081
82.24,0.168,2.263,2.44,0.209349
83.37,0.1671,2.238,2.4,0.217418
94.47,0.1622,2.207,2.39,0.217433
87.65,0.1746,2.187,2.39,0.234775
89.35,0.1765,2.187,2.42,0.23575
99.05,0.1577,2.196,2.36,0.217239
96.03,0.1534,2.197,2.35,0.218419
87.47,0.1864,2.217,2.35,0.229188
103.63,0.1832,2.228,2.34,0.212074
96.6,0.1856,2.224,2.3,0.220323
93.3,0.197,2.245,2.31,0.220128
97.97,0.2108,2.235,2.28,0.226207
90.84,0.2103,2.217,2.32,0.235642
90.49,0.2044,2.222,2.42,0.232586
90.46,0.1893,2.21,2.56,0.231147
90.43,0.198,2.175,2.67,0.247648
90.41,0.2058,2.145,2.71,0.2608
90.38,0.1899,2.181,2.76,0.241025
89.99,0.1649,2.202,2.89,0.22517
86.22,0.1624,2.208,3,0.223996
88.12,0.1799,2.205,3.03,0.230157
93.48,0.1966,2.206,3.04,0.232326
97.58,0.1855,2.214,3.01,0.223594
96.39,0.183,2.238,2.89,0.214411
113.88,0.2146,2.263,2.8,0.200056
99.47,0.2265,2.277,2.69,0.215895
92.94,0.2072,2.249,2.65,0.221864
88.09,0.1979,2.258,2.58,0.220176
98.09,0.1953,2.269,2.49,0.208372
92.87,0.1891,2.257,2.42,0.211601
86.36,0.1776,2.244,2.37,0.217601
89.24,0.199,2.236,2.36,0.225345
90.15,0.1775,2.231,2.24,0.2203
85.35,0.1677,2.225,2.15,0.222075
77.64,0.173,2.216,2.08,0.232325
93.6,0.1874,2.193,2.04,0.233228
83.68,0.1838,2.17,2.02,0.247305
78.44,0.1663,2.162,1.99,0.247141
75.12,0.1585,2.159,1.95,0.247329
74.26,0.1638,2.161,1.91,0.249072
75.11,0.1632,2.17,1.9,0.245118
75,0.1916,2.156,1.91,0.262103
74.66,0.1906,2.155,1.89,0.261706
80.3,0.1883,2.149,1.9,0.260093
81.12,0.1866,2.145,1.93,0.260615
82.91,0.1814,2.146,1.97,0.255293
82.69,0.1896,2.172,2.04,0.250148
73.99,0.1929,2.174,2.09,0.255666
72.13,0.172,2.176,2.14,0.245937
83.8,0.1737,2.177,2.18,0.240703
88.26,0.192,2.179,2.21,0.244059
89.11,0.1861,2.19,2.22,0.238438
95.06,0.1615,2.199,2.24,0.2203
98.79,0.1718,2.228,2.26,0.213064
94.4,0.1819,2.233,2.3,0.21626
97.81,0.1909,2.218,2.32,0.224949
95.42,0.1631,2.206,2.35,0.219692
84.49,0.1614,2.203,2.38,0.227234
122.86,0.1761,2.201,2.44,0.195435
114.36,0.2018,2.202,2.53,0.219104
103.65,0.2067,2.244,2.59,0.21441
101.27,0.1933,2.29,2.64,0.196695
111.97,0.1897,2.359,2.71,0.174635
115.4,0.1674,2.444,2.7,0.116846
124.19,0.1711,2.478,2.66,0.076814
131.74,0.176,2.504,2.62,0.030693
126.47,0.1699,2.499,2.59,0.044826
124.01,0.1558,2.484,2.55,0.087197
142.55,0.176,2.459,2.55,0.095287
133.96,0.2019,2.479,2.57,0.024923
130.58,0.1837,2.467,2.45,0.066853
139.95,0.1904,2.449,2.44,0.084824
137.22,0.1868,2.439,2.44,0.106832
138.02,0.1623,2.472,2.36,0.094241
140.04,0.1633,2.477,2.38,0.088155
146.57,0.1663,2.461,2.4,0.102154
141.06,0.1749,2.438,2.5,0.118279
132.13,0.2036,2.451,2.59,0.049063
132.1,0.1767,2.431,2.71,0.123571
130.23,0.1515,2.446,2.84,0.120361
125.83,0.1396,2.436,2.98,0.128848
112.6,0.1377,2.427,3.02,0.134787
135.6,0.1618,2.421,3.03,0.13613
140.74,0.1604,2.433,3.05,0.127813
132.56,0.158,2.408,3.05,0.145524
122.45,0.1631,2.389,3.05,0.157518
113.73,0.1705,2.404,3.05,0.146529
113.21,0.1826,2.417,3.05,0.132844
110.6,0.1965,2.382,3.06,0.156134
101.54,0.2195,2.372,3.06,0.150451
114.71,0.1892,2.367,3.05,0.158705
124.96,0.1806,2.331,3.02,0.154557
105.9,0.1701,2.355,3.01,0.161971
94.63,0.1786,2.379,3,0.162552
107.04,0.1829,2.352,2.96,0.16736
112.29,0.1663,2.34,2.95,0.159181
109.23,0.1497,2.325,2.95,0.162185
116.14,0.1787,2.325,2.97,0.167422
121.74,0.1851,2.319,2.97,0.163211
112.76,0.1804,2.313,3.03,0.174559
120.01,0.1629,2.313,3.02,0.159818
125.21,0.1616,2.322,2.98,0.150886
126.93,0.1746,2.33,2.98,0.153017
134.31,0.1876,2.33,2.92,0.147237
147.04,0.1732,2.33,2.93,0.119079
146.98,0.1609,2.379,2.95,0.101991
135.19,0.1854,2.383,3,0.158601
122.77,0.1748,2.403,2.98,0.146426
143.95,0.1823,2.403,2.97,0.14445
141.71,0.1716,2.399,2.92,0.149863
142.85,0.1777,2.396,2.87,0.150861
136.05,0.1798,2.414,2.89,0.136608
128.56,0.1742,2.443,2.91,0.114182
139.55,0.1664,2.432,2.95,0.127002
153.32,0.1797,2.433,2.96,0.120083
152.44,0.183,2.432,2.87,0.118707
129.77,0.1756,2.414,2.82,0.138046
132.82,0.1705,2.437,2.85,0.12149
134.49,0.1757,2.42,2.87,0.133318
123.16,0.1724,2.416,2.91,0.137449
133.55,0.1628,2.415,2.91,0.140197
140.45,0.1729,2.403,3.04,0.146834
138.48,0.1793,2.394,3.07,0.151982
145.04,0.1889,2.431,3.04,0.114357
133.61,0.1801,2.439,3.07,0.113894
135.86,0.1857,2.435,3.07,0.113125
156.64,0.1905,2.412,3,0.133025
136.79,0.1835,2.407,3,0.1409
134.77,0.1776,2.405,2.99,0.144322
134.93,0.179,2.435,2.98,0.118687
140.33,0.1658,2.456,3,0.107341
148.68,0.1626,2.489,2.99,0.075025
145.76,0.1677,2.41,2.97,0.142869
143.95,0.1752,2.394,3,0.152775
146.02,0.168,2.373,3.03,0.16751
139.94,0.1583,2.36,3.09,0.12104
132.71,0.1673,2.358,3.12,0.131614
138.35,0.175,2.365,3.04,0.129536
139.86,0.1867,2.371,3.06,0.160287
138.53,0.2269,2.364,3.05,0.143214
133.57,0.2006,2.378,3.03,0.157895
136.28,0.1991,2.383,3.03,0.154354
134.78,0.2057,2.381,2.99,0.152674
135.15,0.2064,2.397,2.95,0.135398
133.56,0.1823,2.401,2.9,0.146061
123.23,0.158,2.392,2.95,0.155968
139.83,0.156,2.401,3.02,0.150319
136.07,0.1515,2.363,3.06,0.122384
134.43,0.1669,2.344,3.08,0.136115
134.16,0.1709,2.331,3.06,0.13601
132.38,0.1785,2.334,3,0.146832
139.37,0.1986,2.34,2.95,0.140302
142.55,0.1777,2.361,2.78,0.174595
143.55,0.1714,2.327,2.69,0.126323
136.25,0.181,2.339,2.62,0.139135
122.6,0.1768,2.341,2.57,0.154868
117.03,0.1829,2.321,2.66,0.169075
136.08,0.1897,2.27,2.72,0.15219
144.47,0.2031,2.274,2.71,0.128595
142.1,0.2229,2.288,2.75,0.151219
127.51,0.1755,2.316,2.79,0.15358
125.74,0.1881,2.325,2.65,0.159663
125.35,0.1889,2.332,2.67,0.157127
131.45,0.1838,2.342,2.91,0.142848
133.12,0.1744,2.328,2.98,0.142938
139.85,0.1638,2.323,3.15,0.126414
151.84,0.1791,2.342,3.36,0.086718
136.78,0.1969,2.345,3.73,0.139569
136.23,0.2142,2.353,4.37,0.140584
142.19,0.2075,2.367,5.26,0.119387
130.55,0.1896,2.424,5.49,0.120329
122.85,0.2162,2.412,4.58,0.083409
128.63,0.2229,2.405,4.31,0.077781
129.85,0.2337,2.4,3.94,0.060333
128.42,0.2374,2.411,3.9,0.041061
137.81,0.2268,2.387,3.93,0.10512
144.92,0.2159,2.377,3.88,0.121245
152.4,0.2495,2.363,4.07,0.078346
136.42,0.2076,2.383,3.19,0.149654
125.16,0.2103,2.41,2.93,0.109917
131.97,0.1958,2.409,2.65,0.132387
133.95,0.1817,2.43,2.52,0.121904
130.19,0.1808,2.473,2.5,0.06413
130.19,0.1678,2.468,2.52,0.094272
126.34,0.1479,2.477,2.54,0.09813
128.88,0.1708,2.489,2.59,0.059814
146.04,0.1881,2.475,2.68,0.046018
127.59,0.1885,2.472,2.71,0.049232
116.36,0.1646,2.476,2.73,0.088588
121.54,0.1744,2.438,2.71,0.118956
121.17,0.1952,2.394,2.75,0.146928
133.47,0.1846,2.385,2.83,0.157474
118.32,0.1855,2.391,2.81,0.152856
111.93,0.1903,2.386,2.75,0.155302
125.44,0.1697,2.331,2.7,0.151834
117.78,0.1676,2.297,2.69,0.172118
92.15,0.173,2.281,2.66,0.198048
78.8,0.1793,2.259,2.66,0.217733
92.47,0.1807,2.252,2.63,0.211749
95.59,0.1716,2.234,2.54,0.21088
94.66,0.1785,2.218,2.49,0.22176
96.14,0.1874,2.217,2.47,0.224803
100.55,0.1829,2.215,2.29,0.220773
90.21,0.1912,2.201,2.2,0.234976
89.86,0.2005,2.205,2.1,0.238367
91.85,0.2114,2.178,2.01,0.250575
86.85,0.1884,2.136,1.87,0.25966
60.25,0.1869,2.083,1.8,0.284136
77.22,0.2118,2.078,1.73,0.295882
76.8,0.2002,2.058,1.67,0.300277
78.86,0.193,2.035,1.65,0.304555
75.22,0.184,2.05,1.62,0.296953
76.75,0.1845,2.063,1.62,0.292641
83.68,0.2237,2.069,1.63,0.298594
75.04,0.2179,2.08,1.64,0.298022
63.02,0.1836,2.108,1.65,0.275044
68.66,0.1881,2.11,1.66,0.277412
